Variable1; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable397; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable398; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable399; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable400; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable401; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable402; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable403; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable404; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable405; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable406; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable407; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable408; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable409; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable410; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable411; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable412; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable413; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable414; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable415; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable416; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable417; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable418; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable419; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable420; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable421; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable422; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable423; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable424; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable425; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable426; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable427; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable428; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable429; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable430; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable431; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable432; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable433; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable434; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable435; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable436; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable437; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable438; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable439; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable440; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable441; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable442; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable443; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable444; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable445; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable446; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable447; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable448; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable449; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable450; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable451; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable452; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable453; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable454; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable455; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable456; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable457; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable458; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable459; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable460; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable461; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable462; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable463; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable464; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable465; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable466; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable467; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable468; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable469; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable470; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable471; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable472; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable473; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable474; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable475; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable476; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable477; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable478; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable479; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable480; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable481; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable482; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable483; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable484; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable485; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable486; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable487; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable488; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable489; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable490; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable491; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable492; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable493; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable494; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable495; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
